uuid,name,description
cf360085-d4ad-44ea-84be-727f6e330167,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
845678ac-705f-4159-bf9e-2b2b749b4ee6,,v1.0,,,0,0
0947bf5e-f927-4045-844b-b4d3cf5229dc,,v1.1,,,0,1
4a6555a5-d621-4c65-81cf-109bea3b8663,,v1.2,,,0,2
438a8162-0b02-4e2d-8028-6eb4676a9944,,v1.3,,,0,3
dd0b09a6-6bc9-4afd-b693-d0b78dd5da45,,v1.4,,,0,4
351cb037-a5f1-4021-9136-3c426a026235,Response,Khakis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c9540f34-3b4d-45c4-91c7-848895e7b96e,Response,Korean muscle kings.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ebe61835-bc54-4bdf-933b-80824df4c0a8,Response,Letting out 20 years’ worth of farts.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bc4c4e54-d498-41ae-a133-f7b5a66c1291,Response,Like a million alligators.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b05430eb-5df2-4388-b2cb-b27fa7b474ee,Response,Lots and lots of abortions.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c690873e-4234-4c9e-bed9-af45d08e9756,Response,Maximizing ROI on supply chain and operations risk management.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
4c9985d4-782d-4e05-833d-fb4293585e84,Response,Meaningless sex.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
881fd1f9-1be4-411b-9995-472b706ff36c,Response,Mediocrity.,0,0,,,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
58caa1be-728d-48c3-90d3-58d0d8c3696b,Response,Moderate-to-severe joint pain.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f93e590b-9eed-4d98-9231-fa4c5b19d8a2,Response,Mom's new boyfriend.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f51ac5b1-0b96-4bb4-9025-2949497aa49e,Response,Morpheus.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
e83f5b14-670f-4de9-87ad-715f57be7722,Response,My boyfriend's stupid penis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bf3e073e-bf2e-4d9a-bf62-ed1dc00f76df,Response,My cat that died.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1fcc2172-6a6d-40fe-8b3c-f65eb3603841,Response,My dad's dumb fucking face.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
12812dcf-1d98-4d04-b997-77c5a109de3f,Response,My dead son's baseball glove.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
486eced5-a766-4c39-a3e7-7adcf17acbe9,Response,My first period.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
da08029c-0cd7-49f2-900b-17726da9541c,Response,My lover's piss.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
70fb6bdc-e61c-418c-9e68-30e50c362302,Response,"My mom, WHO IS BEING SUCH A BITCH RIGHT NOW.",0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
9cd7d427-9836-4a3e-aff6-84154cda9fe5,Response,My sex dungeon.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
8e451319-1bbd-4472-90a7-288c325b8879,Response,My shameful naked body.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1b07bdb5-b64a-4bec-9095-ba52eae0a472,Response,My worthless son.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5885df83-ceab-4dce-86fe-b91b93ae4356,Response,Neil Diamond's Greatest Hits.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
dece6d46-e490-4ef1-875f-da0563eda118,Response,Never having sex again.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
78d3e49c-fa6a-43d6-8586-14ddf9f5e35c,Response,"No clothes on, penis in vagina.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
78497ee9-e5b4-4a31-aea4-f2cd953293c5,Response,No longer finding any Cards Against Humanity card funny.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
ed6ad06e-dfea-45c2-a830-db2e9831aaa2,Response,Not believing in giraffes.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d47cf5cd-2779-4ff3-95c3-5f6eaf3bf834,Response,Oil!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
a1c0a6bb-0537-4c21-8ae3-58ecfcc7575a,Response,One unforgettable night of passion.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6d666545-ecc1-426c-ae7e-4f326a539b4b,Response,Our new Buffalo Chicken Dippers®!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
db593bce-953b-4299-b07a-7d1bc8500516,Response,Out-of-this-world bazongas.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7d3a3e08-0d78-46bc-a18a-59dd89914bea,Response,"Owls, the perfect predator.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
e4fc06c6-fc03-4a04-bbb4-17a8ee491f0f,Response,P.F. Chang himself.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6dfb1fc2-2c2a-4477-967f-dca11a29d37e,Response,Party Mexicans.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
3b9ae0ad-e2b7-4036-95cf-b22991fa4c91,Response,Peeing into a girl's butt to make a baby.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
96d7539c-15fc-45a2-971d-873ae9d74f78,Response,Potato.,0,0,,,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7fd71721-a93e-4d72-8565-7631fe50b13e,Response,Pretending to be straight.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
17af26de-6783-4289-a162-3e042787a7ce,Response,"Prince Ali, fabulous he, Ali Ababwa.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
e2e04b8c-20ec-4cc2-9d8d-5ed8f839b8b6,Response,Pussy.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
858e8fc4-a79d-413c-b6c6-4f9ce33f960a,Response,Rabies.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
e9143040-0bf2-4bd1-9995-e9bce8d9b9ca,Response,Reading the entire End-User License Agreement.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
940f1084-6b0e-4d0a-8465-7fe1842ffa3d,Response,Ripping a dog in half.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
4d493ef3-1adc-4dc5-9227-bd19d60ff822,Response,Robots who just want to party.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5fa8d367-9051-4f09-ba48-82b99420ce1d,Response,Russian super-tuberculosis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
a1f8a52f-9063-4eb6-8433-35fabc756a9c,Response,Seeing my village burned and my family slaughtered before my eyes.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d0fc33b4-28df-4157-a1a4-e9c917bfeedb,Response,Seeing things from Hitler's perspective.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d8696fc6-fe43-4b87-bd25-ef6360640866,Response,"September 11th, 2001.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bba34839-2a02-491b-92dd-5ba56260392c,Response,Setting my balls on fire and cartwheeling to Ohio.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b2914715-7e8e-4ef4-88d3-70848ccdb1f4,Response,Shapes and colors.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c2bb450b-adc1-47af-aae1-3908ab1a5aff,Response,Sharks with legs.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
348d6c85-84a0-43d1-9544-7b6e1772c1a2,Response,"Shitting all over the floor like a bad, bad girl.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b5ebbbfa-9f7e-4b9d-85e5-868c439b21b9,Response,Slowly easing down onto a cucumber.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f4db0bbd-b4c2-4973-8174-39dbfbe59232,Response,"Smoking crack, for instance.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2e64f854-b688-4ca1-bc59-d51e568daffe,Response,Snorting coke off a clown's boner.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
35a0a56a-b0da-4fa8-8432-8f69ee770bc6,Response,Social justice warriors with flamethrowers of compassion.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,438a8162-0b02-4e2d-8028-6eb4676a9944,
0ccd026a-60ee-446e-bb04-b9b0a28e54f9,Response,Some shit-hot guitar licks.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
d375fe0d-f092-483b-ae6e-920cc926c1b3,Response,Some sort of Asian.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
06321073-0b9f-4f61-95eb-b54c622928d8,Response,Sports.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
88d2c1e9-adb7-4465-8a5e-ea2d0ca28f14,Response,Storing a bunch of acorns in my pussy.,0,0,,,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ab53816a-6138-4fa7-8c78-dce329b70b35,Response,Stuffing a child's face with Fun Dip® until he starts having fun.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bedd1356-3394-4f15-863f-8d67474f32df,Response,Stupid.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
9d9fde14-1155-48e3-bfcb-788f6b85c6b2,Response,Such a big boy.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2c218aee-77db-4e4b-866b-5b82e30ae695,Response,Sucking all the milk out of a yak.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7f02e948-fe6d-40cd-922a-57a33e3b97b9,Response,Sudden penis loss.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
cf496216-ed48-4d05-a0e1-770919eee8ec,Response,Teaching a girl how to handjob the penis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
2214e202-3de5-4607-bd24-4a52e6e607be,Response,Texas.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ec24a5f1-bbb6-429c-ae22-5d2318275f62,Response,The Abercrombie & Fitch lifestyle.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
dcf48de4-12d7-47bc-bcb5-1377d8999eef,Response,The all-new Nissan Pathfinder with 0.9% APR financing!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b915a2e1-9999-4ae4-a2a0-fdc2230e2d51,Response,The amount of gay I am.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
872a1f8e-7502-4516-b8d9-2a52696168a4,Response,The basic suffering that pervades all of existence.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
79d83688-4df1-4b2e-a6c9-e514b372a06b,Response,The best taquito in the galaxy.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
54c49b3e-a721-4218-ab6f-e563ec162ad6,Response,The black half of Barack Obama.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7ecb5bbd-4a5d-4583-9276-2a170d83c330,Response,"The color ""puce"".",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
94d3ab50-1d12-4dc2-812a-cac5562eae98,Response,The complex geopolitical quagmire that is the Middle East.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
80133584-4861-4e86-b13b-f6b3cb9b350d,Response,The dentist.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
771a4fcc-9290-49b0-87ca-ce98b88b8bea,Response,The eight gay warlocks who dictate the rules of fashion.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f5feea25-0bcc-41ca-82f5-e03f3ba1da84,Response,The eighth graders.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ed37ef70-a2e1-4e58-8345-5eee40202ab9,Response,The euphoric rush of strangling a drifter.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f92a4cff-aeaf-4a54-8d3b-87c7303f9731,Response,The ghost of Marlon Brando.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
825cd28b-28fb-4129-824e-663975d15b73,Response,The haunting stare of an Iraqi child.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
f4e6e7c2-9d57-4c52-9e3d-9213ad07ad4e,Response,The inability to form meaningful relationships.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
75f3dda4-0600-4d94-911c-391a69bf5b3a,Response,The male gaze.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
0f434f06-8c79-4be7-bf1d-1e842b2db94b,Response,The passage of time.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
802f9ac9-acbf-4764-a00d-c39122990d21,Response,The peaceful and nonthreatening rise of China.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ed3aa287-8f51-46a0-bb6f-154dc5e74de7,Response,The power of the Dark Side.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
