uuid,name,description
96a7357d-eea0-4ccd-87c8-bfc0ab20ad88,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
b4a636b6-c760-45b1-8126-17cfb59de95c,,v1.0,,,0,0
7ae90887-2052-47a0-8b9d-f060961bbb60,,v1.1,,,0,1
8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,v1.2,,,0,2
73ae7fcd-c5a3-4588-9256-31503cacbc7e,,v1.3,,,0,3
ae4d5bae-7304-49a7-a4fb-f3a176afda92,,v1.4,,,0,4
dab05b20-7487-4196-be63-2369517034bc,Response,Injecting speed into one arm and horse tranquilizer into the other.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
0a5765bf-2e53-48c5-a6a6-41e01995cd07,Response,Interspecies marriage.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
8c9d00e9-a6e4-47cb-9621-00a0c78f16a6,Response,Irrefutable evidence that God is real.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
43e4e0e1-2ee2-445b-a488-eff354648bdc,Response,Jizz.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7062693d-df68-47e2-b9e8-0213a45c627d,Response,Kale.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2ca7a9f7-2356-4107-8a9f-8d87b3eedfbc,Response,Khakis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
524dfa44-ee4d-4d68-8f59-d7b2b69f0d0d,Response,Korean muscle kings.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f3d00238-9a9d-4fed-828c-61dc8a2019d3,Response,Letting out 20 years’ worth of farts.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
0f1bfd8d-89f1-4314-89c1-ae29029f6a5e,Response,Like a million alligators.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c973cee9-5be0-40a7-a331-e435daa8589c,Response,Lots and lots of abortions.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
91ec558a-07bf-4a52-a3cf-5884cb44aa55,Response,Maximizing ROI on supply chain and operations risk management.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f92d36a1-0795-45b7-a647-4f3ac56b842b,Response,Meaningless sex.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
63b3f899-948f-41f3-b119-9325dd60ff11,Response,Mediocrity.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b5e328bd-40ae-499c-b0b3-d15d895e3082,Response,Moderate-to-severe joint pain.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5aeffad7-e579-4907-a3fb-5f97c716aad4,Response,Mom's new boyfriend.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a24dd8c9-739f-4305-b9a6-4c1916a3beb5,Response,Morpheus.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
8fe08057-92db-41e8-85c9-47a6518ad328,Response,My boyfriend's stupid penis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
44344230-0ed8-4bba-a87f-bbc50ffd0ddb,Response,My cat that died.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fd2adfb5-1504-4598-916d-e722938cf688,Response,My dad's dumb fucking face.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2d8fe1ad-b666-4e23-bfa7-3d3f3daac589,Response,My dead son's baseball glove.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a77bd0ab-d768-4c07-bb8c-b24f6cab440b,Response,My first period.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
573d9b25-bee7-4664-bf34-63edc48ecfcd,Response,My lover's piss.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f983a359-29bd-4fe0-9ee0-ec07d5e89c8d,Response,"My mom, WHO IS BEING SUCH A BITCH RIGHT NOW.",0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
71a3872a-4470-4eb9-88dc-1dff07b9b97d,Response,My sex dungeon.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
61d3d298-2abf-4022-a81b-ee5e4fd26799,Response,My shameful naked body.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e473fe1e-6ac2-45a7-ac2e-263a00b44394,Response,My worthless son.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
355fe7b7-4f15-4bc5-be1f-044ee4f018d9,Response,Neil Diamond's Greatest Hits.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5dabde3b-b59b-4088-835a-88803a21373a,Response,Never having sex again.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5422f9c2-dd26-4813-b290-d4318bdbfb77,Response,"No clothes on, penis in vagina.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cadc81fd-5e04-495c-a034-a5f3d4680a0a,Response,No longer finding any Cards Against Humanity card funny.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
1cd39a3a-1151-45a1-b167-e99bba36620b,Response,Not believing in giraffes.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9f5949d4-ee79-4309-bdbf-fa165e41d2e9,Response,Oil!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
c460a531-a3bb-4a65-b332-454a1dc97512,Response,One unforgettable night of passion.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cc19557f-c54c-43c9-88e6-f8009a86650a,Response,Our new Buffalo Chicken Dippers®!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3230a05d-89bf-45bc-8136-1a41cb7f90f4,Response,Out-of-this-world bazongas.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f496021e-45e8-46aa-bcbf-9e828f998c07,Response,"Owls, the perfect predator.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2eecd020-60ab-4867-a54f-b886759b142f,Response,P.F. Chang himself.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
efbb2acf-b933-4454-839e-f8bb517c0fa9,Response,Party Mexicans.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
7431a92d-ef08-4852-bd58-b29bc8b7f424,Response,Peeing into a girl's butt to make a baby.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5407698c-6986-4624-8a15-7d124810966c,Response,Potato.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
03dcf0d7-1e24-4621-a471-a6666fce505a,Response,Pretending to be straight.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
08980235-b17e-4ee2-bbe9-6c22f1efc75f,Response,"Prince Ali, fabulous he, Ali Ababwa.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
28054039-3c46-4f83-99a0-79bc5970858f,Response,Pussy.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3ed7f043-3bef-484c-a7ac-6d8d002e4390,Response,Rabies.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
4f3157cf-23d7-491e-a490-6299ca619cb6,Response,Reading the entire End-User License Agreement.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
03de5b32-d310-450f-a0b4-1670cb86d4bc,Response,Ripping a dog in half.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5603fc56-de01-4fbf-a76a-fef2ea6a63f6,Response,Robots who just want to party.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
59e244b0-5877-4870-adc3-325c3ddf1faa,Response,Russian super-tuberculosis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2c6777cf-fce1-4634-9677-1abe8312d3f6,Response,Seeing my village burned and my family slaughtered before my eyes.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
821a42b0-da8f-4fd4-bf5e-d23d8fdf6127,Response,Seeing things from Hitler's perspective.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ebc65b2e-59b8-4e02-8fe4-72f3df7071ac,Response,"September 11th, 2001.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
586249e3-8305-4628-bde2-df5815d16190,Response,Setting my balls on fire and cartwheeling to Ohio.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7d2cf709-e025-481a-93df-46a2f791576d,Response,Shapes and colors.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
313b8a6e-8e8d-42d7-ada9-e1b3c003aef7,Response,Sharks with legs.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
400d26a6-3b26-4d95-9ad8-09969c200d04,Response,"Shitting all over the floor like a bad, bad girl.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cc0414b1-14bb-42b4-8cc0-1d3bb23132f3,Response,Slowly easing down onto a cucumber.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b7053565-a814-408d-9d6a-69dbace5a252,Response,"Smoking crack, for instance.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7a9bebc3-5e8d-4249-9e61-3558db8f31e3,Response,Snorting coke off a clown's boner.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
acad1931-3e57-444b-a296-ae068e922a58,Response,Social justice warriors with flamethrowers of compassion.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
52383752-a441-4b9e-b844-03f4436ce39b,Response,Some shit-hot guitar licks.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
cddb9aaa-6742-4842-89b9-f40e3fdf359f,Response,Some sort of Asian.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
fe87cd2b-5663-4dbc-8d33-345471de2463,Response,Sports.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9883c9fa-e952-4d1d-a017-90560c5dfde2,Response,Storing a bunch of acorns in my pussy.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
213de827-99ac-4e95-a060-cbd08244ad78,Response,Stuffing a child's face with Fun Dip® until he starts having fun.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
8049a408-bb37-404e-8252-2ccf4255b324,Response,Stupid.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d704742c-0c5b-4f8b-910f-7fc277534915,Response,Such a big boy.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6404b892-15c6-409a-9046-6bb8247c7825,Response,Sucking all the milk out of a yak.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5bc9718e-b576-4f9f-922a-2897d23df381,Response,Sudden penis loss.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
dbc5bf52-d5f5-45c2-a230-03e77584e102,Response,Teaching a girl how to handjob the penis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
09406e34-5cb3-4297-8943-ae91cf2ac989,Response,Texas.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
86844c38-8fb3-4627-965d-d6d0993d4733,Response,The Abercrombie & Fitch lifestyle.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
990bb752-216a-4c97-9439-8881ec472d3c,Response,The all-new Nissan Pathfinder with 0.9% APR financing!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7513ef9b-96fa-4cd5-9588-56b9813b7d10,Response,The amount of gay I am.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3ff9eaee-8f23-4580-81d5-103bb34fcaef,Response,The basic suffering that pervades all of existence.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
357d296f-f8e2-4bcd-8c98-aeabec19268d,Response,The best taquito in the galaxy.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d46b1f36-88ac-48a2-bc11-a354a1338e7a,Response,The black half of Barack Obama.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6a4efdf1-7940-4f6d-a254-18f003b8959d,Response,"The color ""puce"".",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3b23f0ee-3c39-4060-9c7e-4eab9f292ae3,Response,The complex geopolitical quagmire that is the Middle East.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
98855b52-5b4e-4f36-af33-93651d60d306,Response,The dentist.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
25590185-effe-4844-b8bb-16a9e8eee7e4,Response,The eight gay warlocks who dictate the rules of fashion.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2df14ffe-7346-46b3-a218-10dab560fee1,Response,The eighth graders.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
77843a42-b2a7-4c2f-ad03-3fba02bdc9bc,Response,The euphoric rush of strangling a drifter.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
