uuid,name,description
47639e6b-908f-487d-b9f4-331291709011,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
5af68d79-d4da-434d-a68c-0c22437fee6b,,v1.0,,,0,0
cc6795b7-da58-4a6a-90ce-9c7d1a558e58,,v1.1,,,0,1
defba22f-460d-423c-9cff-55a28a5b9e9d,,v1.2,,,0,2
d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,,v1.3,,,0,3
63789969-a5ae-49dc-a690-422651063710,,v1.4,,,0,4
3613be11-3e5e-4655-8259-79f118f1a4a2,Response,Lots and lots of abortions.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
08cb7210-f96b-49d0-8941-ad0d98dc3f2c,Response,Maximizing ROI on supply chain and operations risk management.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
01c7e8d1-6dce-45ed-80fd-30aed0394009,Response,Meaningless sex.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a580b021-898e-4589-b800-fdbda46e69dc,Response,Mediocrity.,0,0,,,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
c5527896-6b2d-4459-9f0b-cc415aab1792,Response,Moderate-to-severe joint pain.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
c3113f7b-dbf2-4076-90a8-4a8411814cc5,Response,Mom's new boyfriend.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a84d49ad-f8bb-417e-a2a7-680723f5c1a1,Response,Morpheus.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,,
addb6cba-fe69-4cb8-8352-e2de9427e195,Response,My boyfriend's stupid penis.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
4fe89220-28f0-46e7-af93-aa8d5fb7a4a9,Response,My cat that died.,0,0,,,,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
328ea90d-9a73-490b-b2e1-3c6ab1cc0b96,Response,My dad's dumb fucking face.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
94668235-5222-4ec6-8e20-36f73330ecbc,Response,My dead son's baseball glove.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
dfbeec75-d0ba-415f-afa0-3f62c8b00eba,Response,My first period.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
07f0e1c6-ffa6-43e2-bd62-592b71edabd9,Response,My lover's piss.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
2203b438-b809-4844-8fa6-d999704b67c0,Response,"My mom, WHO IS BEING SUCH A BITCH RIGHT NOW.",0,0,,,,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
197ade19-cad2-44d8-ba33-f5ccf86363fc,Response,My sex dungeon.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
fb2dc33c-c061-45eb-9df1-e8fa78648edd,Response,My shameful naked body.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
eaa0cf92-8201-41c8-a4b4-34864e4af543,Response,My worthless son.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
78c5f078-f6f5-4155-8aab-13725ca982bb,Response,Neil Diamond's Greatest Hits.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
681c1d4f-b450-4008-88b7-93e66c486e32,Response,Never having sex again.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
6612eaf6-bd51-4d4d-b4b8-6b1b2a752a34,Response,"No clothes on, penis in vagina.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
871cd344-e631-434c-a2e5-19c94a6f3108,Response,No longer finding any Cards Against Humanity card funny.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
6a7c054a-f756-4e1e-aa79-e470bce346c4,Response,Not believing in giraffes.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
2d8e9de4-2b45-41b4-a285-7dfc904868bd,Response,Oil!,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
9f861dc2-8a90-4d29-a864-6bf52f308e5d,Response,One unforgettable night of passion.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
31fc2513-28d5-428e-b426-86cd0c5b4aa0,Response,Our new Buffalo Chicken Dippers®!,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
6d5afecd-cba9-4d56-8009-221cb1b8d5ca,Response,Out-of-this-world bazongas.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
dead8de1-5e8f-4bd4-a289-850fb903cd35,Response,"Owls, the perfect predator.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
ba2368eb-c7ea-4c2f-b051-5310d4bdba2c,Response,P.F. Chang himself.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
b04794e5-9a9c-4210-b732-b92c9fb3c680,Response,Party Mexicans.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,,
84a941cc-70bd-4129-b0b7-fff017c84493,Response,Peeing into a girl's butt to make a baby.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
f6b051a4-7082-48e8-9a10-b80a74650e54,Response,Potato.,0,0,,,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
dd7284eb-64e8-4783-b4f0-23f016766ca9,Response,Pretending to be straight.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
92989bfb-9c01-45e5-9bd4-6727c13111be,Response,"Prince Ali, fabulous he, Ali Ababwa.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
3f1cb6e8-11d0-4d49-9b3f-fc542da2f4b5,Response,Pussy.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
661342db-0904-44fb-a7d5-b66d650a4001,Response,Rabies.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
c5aaf88c-9f04-4210-b01c-b83c997d5de8,Response,Reading the entire End-User License Agreement.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
fd1f82f6-6b1c-4ae9-8327-45a3cf08fec4,Response,Ripping a dog in half.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
8676c40f-2dc1-432d-8797-f23ff6fb9dcb,Response,Robots who just want to party.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
f59f62b0-e3a1-4873-8bcf-8747f35b3f54,Response,Russian super-tuberculosis.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
32ea9012-1ea8-4744-83ea-2da6c284a777,Response,Seeing my village burned and my family slaughtered before my eyes.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
9b2eacfc-ead9-4399-aaee-2eb4290d4bd4,Response,Seeing things from Hitler's perspective.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
d6d07c35-9920-43ad-87ff-a7024df8321e,Response,"September 11th, 2001.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
cddd7d7f-e1e8-4946-b2d4-ed4c29bcf060,Response,Setting my balls on fire and cartwheeling to Ohio.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
5c8aaf0e-c202-4bd8-86b9-dd19409447e1,Response,Shapes and colors.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
ddf0ea07-1813-4f70-a087-8cc6da50614a,Response,Sharks with legs.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
daec3954-4553-40ff-9a5e-cabe63d8516a,Response,"Shitting all over the floor like a bad, bad girl.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
9e0473e5-594d-45fe-b2ab-56fb7ac49eb4,Response,Slowly easing down onto a cucumber.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
821e79bf-9730-4d64-b44f-63fe91ba738f,Response,"Smoking crack, for instance.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
d3cf9114-6ce5-463d-b9f4-47dff78ea7d7,Response,Snorting coke off a clown's boner.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
dba762f4-99f8-40b0-9c42-a453cf6e68c1,Response,Social justice warriors with flamethrowers of compassion.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
e7081e08-1273-463c-9adc-dbd7789974de,Response,Some shit-hot guitar licks.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
582877c6-95a8-4dc9-9ee6-c6faf2359d39,Response,Some sort of Asian.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,,,
88014e4f-5b25-4ef1-962c-808ed715687c,Response,Sports.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
44792d37-46b9-4514-80c1-73dd900eff9e,Response,Storing a bunch of acorns in my pussy.,0,0,,,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
6b596d80-aa96-4e39-9e8a-a9f2eaeb291c,Response,Stuffing a child's face with Fun Dip® until he starts having fun.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
3e0292a0-8ffe-4e2c-8e9d-0b723a78f04a,Response,Stupid.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
dde62077-3a15-4918-9e7f-0e789dcc3e5e,Response,Such a big boy.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
b0ac9df8-0acf-4833-848a-a7ac0de2b018,Response,Sucking all the milk out of a yak.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
2f223523-6cea-4078-b28f-3cac92042063,Response,Sudden penis loss.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
c7516c79-2ce9-470e-91fe-2021fa878fa3,Response,Teaching a girl how to handjob the penis.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
54ac359a-e0ba-430a-b9ef-42b5382f7a0c,Response,Texas.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
0030b884-eb56-4882-b71b-644c1a3b8a19,Response,The Abercrombie & Fitch lifestyle.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
8a4b8504-2ea4-474f-90a0-74d1d4468a17,Response,The all-new Nissan Pathfinder with 0.9% APR financing!,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
9c6097cf-3b37-4d83-9aff-e6e90fddf8da,Response,The amount of gay I am.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
2bfd64a2-83ef-49e1-b0a9-9f5037291ee9,Response,The basic suffering that pervades all of existence.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
31ff3f10-8378-4cee-bfc0-ad7a510311a1,Response,The best taquito in the galaxy.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
0835f1a8-1e5f-4abf-9e8c-b92a8f9a6b9e,Response,The black half of Barack Obama.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
45fc2973-a32d-4811-a1e0-dc67f0b91157,Response,"The color ""puce"".",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
e6a5fb7e-b029-44ec-9b85-5d93e3f1c666,Response,The complex geopolitical quagmire that is the Middle East.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
56880fc2-35c8-4753-be12-5534394e183e,Response,The dentist.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
59d4c330-e6ec-472a-bd33-609a14bbd4e3,Response,The eight gay warlocks who dictate the rules of fashion.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
ec858f32-7947-42d9-a1da-dc7f8d8861f2,Response,The eighth graders.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
d809c383-017f-4c5d-83cf-af3235e824e4,Response,The euphoric rush of strangling a drifter.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
f6124091-08d4-476c-a533-67e8d3983760,Response,The ghost of Marlon Brando.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
39422ea0-ecb0-4fbb-9989-6bd1936890b3,Response,The haunting stare of an Iraqi child.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
7c1ba5d1-82e6-47e2-9875-57cadbf1a47d,Response,The inability to form meaningful relationships.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
6358bfdd-9f47-4090-8895-dd5d72e650eb,Response,The male gaze.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
81881884-4b21-4737-93b2-22605aa82e18,Response,The passage of time.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a76f3365-fe12-40cb-b6b5-bc64a26fb5ab,Response,The peaceful and nonthreatening rise of China.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
bfa47cde-3bd4-4d56-9f6e-89d116266f0c,Response,The power of the Dark Side.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
52606c29-bf91-4d6f-9c40-a6c3675e8301,Response,The right amount of cocaine.,0,0,,,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
12893812-c83b-4904-90db-46c81cb0b309,Response,The safe word.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
c335ad85-09c3-47c5-b072-9bd8b2f67a6d,Response,The secret formula for ultimate female satisfaction.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,,
40290ced-483c-4366-a063-52c8dde19897,Response,The size of my penis.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
9fb0c151-335f-4222-9b78-c71895007d6b,Response,The sweet song of sword against sword and the braying of mighty war beasts.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
